ID;NAME;FORM;STREET;POSTBOX;POSTCODE;CITY;COUNTRY;REGION;TELEPHONE;CUSTTYPE;DISCOUNT;LANGU;EMAIL;WEBUSER
298;Hoffmann-La Roche;;340 Kingsland Street;;07110;Nutley;US;NJ;;B;5;EN;;
299;Schering-Plough HealthCar;;3030 Jackson Avenue;;38151;Memphis;US;TN;;B;11;EN;User256@nightghost.com;
300;Minerva Health Care Produ;;103 Revere Street;;38151;Memphis;US;TN;;B;13;EN;Contact257@wonderworld.com;
302;Dr. Ricken & Partner;Firma;Mannheimer Str. 118;;76131;Karlsruhe;DE;08;;B;3;DE;User258@dennerich.net;
303;Harley Sales Hockenheim;;Ringstr. 100;;68766;Hockenheim;DE;;;B;5;DE;;
305;Steyer Motorraeder;Firma;Schimperstr. 31;;68223;Mannheim;DE;;;B;13;DE;Dummy260@nightghost.com;
306;Smart Mart;;1300 State Street;;19003;Philadelphia;US;PA;215-090-7659;B;20;EN;User261@wonderworld.com;
307;SAPSOTA AG;Firma;Elbchaussee 21-27;;21079;Hamburg;DE;02;;B;15;DE;;
308;SAPSOTA AG;;Industriepark;;69190;SAP-CITY;DE;08;;B;20;DE;Contact263@dennerich.net;
309;Buy & Fly Supermarkt;Fa;Saalburgstr. 765;;60385;Frankfurt;DE;06;069-465789-0;B;5;DE;User264@nightghost.com;
311;TECHNOLAND;Firma;CALVINSTR. 57;;81335;MUENCHEN;DE;;;B;10;DE;Dummy265@wonderworld.com;
312;Siemens Nixdorf;;Viale Monza, 347;;20135;Milano;IT;;;B;0;IT;User266@dennerich.net;
313;BASF Chimica;;Via Edison, 11;;20100;Milano;IT;;;B;15;IT;Contact267@nightghost.com;
314;Siemens Nixdorf;;Estrada do Casal do Garoto;;2700;Lisboa;PT;;;B;20;PT;User268@wonderworld.com;
315;SAP Iberoamerica;;Estrada do Casal do Garoto;;2750;Amadora/Lisboa;PT;;;B;11;PT;Dummy269@dennerich.net;
316;Donald D. Debiman;;Hauptstr. 1;;69190;Walldorf;DE;;;B;0;DE;User270@nightghost.com;
317;Kunde GmbH;;Schlossblickstr. 3;;20000;Hamburg;DE;;;B;5;DE;Contact271@wonderworld.com;
318;LAMPEN GMBH;Firma;HEINRICHSTR. 112;;70035;STUTTGART;DE;;;B;20;DE;User272@dennerich.net;
321;CHRISTAL CLEAR  GR01;Firma;KAISERALLEE 17;;10035;BERLIN;DE;;;B;7;DE;;
322;MAFA2;Firma;Rue des Savoyards;;13270;Fos/sur/mer;FR;13;;B;0;EN;;
324;Joe DiMaggio;Mr.;;;12129;Boston;US;;;P;10;EN;Dummy275@nightghost.com;
326;Felippe Gonzaga;Senor;Sangriastr. 69;;12345;Madrid;ES;;;P;5;EN;Contact276@wonderworld.com;
327;AUFTRAGGEBER;HERR;WEGPLATZ 13;;69120;HEIDELBERG;DE;;06221-12345;B;3;DE;User277@dennerich.net;
328;Shower & CO;;Bergstrae 12;;12345;Pittsburg;US;;;B;3;EN;Dummy278@nightghost.com;
329;Becker;Herr;Ahornallee 17;;33332;Guetersloh;DE;;;P;6;DE;User279@wonderworld.com;
330;Glueckschmitt;Frau;Haydnstrae 2;;80000;Muenchen;DE;;;P;3;DE;Contact280@dennerich.net;
331;Hugendubel;Buchhandlung;Platz der Republik 12;;22349;Phantasialand;DE;;;B;20;DE;User281@nightghost.com;
332;James Buchholm;Herr;38 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;5;EN;James_Buchholm@SanFrancisco.net;
333;James Barth;Herr;154 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;10;EN;James_Barth@SanFrancisco.net;
334;Jean Weiss;M;150 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;15;FR;Jean_Weiss@Bruxelles.net;
335;Walter Hansmann;Herr;Carl-Metz Strasse 60;;68163;Mannheim;DE;;0049 621 8282693;P;0;DE;Walter_Hansmann@Mannheim.net;
336;Lothar Babilon;Herr;Stiftsbogen 81;;81375;Muenchen;DE;BAY;089 8828838;P;5;DE;Lothar_Babilon@Muenchen.net;
337;Laura Heller;Frau;Raupelsweg 48;;60118;Mainz;DE;;06221 934 432;P;10;DE;Laura_Heller@Mainz.net;
338;Simon Koller;M;rue de Moillebeau 194;;1211;Genve;CH;;+41 22 730 4003;P;15;FR;Simon_Koller@Genve.net;
339;Astrid Legrand;Frau;Karl-Schwaner-Str. 19;;68219;Mannheim;DE;;0621 801740;P;0;DE;Astrid_Legrand@Mannheim.net;
340;Ulla Rahn;Frau;Gruenlingweg 88;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Ulla_Rahn@Wiesloch.net;
341;Lee Hansmann;Mr.;246 17th St.;;09765;Boulder;US;;516-865-1547;P;10;EN;Lee_Hansmann@Boulder.net;
342;Guillermo Domenech;Mr.;216 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;15;ES;Guillermo_Domenech@Madrid.net;
343;Kurt Detemple;Dr.;Waldmann 242;;69207;Kurt;DE;;06221 922 053;P;0;DE;Kurt_Detemple@Kurt.net;
344;Peter Sessler;Herr;Karl-Marx-Allee 114;;16233;Potsdam;DE;;03224 78655;P;5;DE;Peter_Sessler@Potsdam.net;
345;Walter Jeremias;Herr;Carl-Metz Strasse 223;;68163;Mannheim;DE;;0049 621 8282693;P;10;DE;Walter_Jeremias@Mannheim.net;
346;Lothar Vrsic;Herr;Hauptstr. 264;;69180;Walldorf;DE;;06227 12345;P;15;DE;Lothar_Vrsic@Walldorf.net;
347;Ruth Lautenbach;Frau;Melissenstr. 9;;41466;Neuss;DE;;02131 465750;P;0;DE;Ruth_Lautenbach@Neuss.net;
348;Ulla Cesari;Frau;Gruenlingweg 94;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Ulla_Cesari@Wiesloch.net;
349;Fabio Koslowski;Mr.;Via Giulio Cesare 100;;00195;Roma;IT;;3452738785;P;10;IT;Fabio_Koslowski@Roma.net;
350;Roland Koller;Herr;Gemeindestr. 5;;79761;Waldshut;DE;;07751 800753;P;15;DE;Roland_Koller@Waldshut.net;
351;Christa Kreiss;Frau;Ausserhalb 132;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;0;DE;Christa_Kreiss@Seeheim-Jugenheim.net;
352;Siegfried Sessler;Herr;Schillerstr. 107;;15344;Strausberg;DE;;03342 365749;P;5;DE;Siegfried_Sessler@Strausberg.net;
353;Laura Neubasler;Frau;Raupelsweg 210;;60118;Mainz;DE;;06221 934 432;P;10;DE;Laura_Neubasler@Mainz.net;
354;Andrej DOultrement;Herr;160 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;15;DE;Andrej_DOultrement@Ljubljana.net;
355;Friedrich Moyano;Herr;Friedensallee 161;;63263;Neu-Isenburg;DE;;06227 12345;P;0;DE;Friedrich_Moyano@Neu-Isenburg.net;
356;Anne-Marie Prinz;Frau;Marktplatz 276;;90419;Nuernberg;DE;Bay;0911 584 365;P;5;DE;Anne-Marie_Prinz@Nuernberg.net;
357;Sophie Gueldenpfennig;Frau;Mutterstadter Str. 42;;67105;Schifferstadt;DE;;0049 6235 93317;P;10;DE;Sophie_Gueldenpfennig@Schifferstadt.net;
358;Achim Buchholm;Herr;Rankestr. 252;;76137;Karlsruhe;DE;;0721 37758;P;15;DE;Achim_Buchholm@Karlsruhe.net;
359;Illya Rahn;Herr;Im Warmet 196;;69231;Rauenberg;DE;;0800 700707;P;0;DE;Illya_Rahn@Rauenberg.net;
360;Juan Pan;Sr.;86 Fuenlabrada;;28017;Madrid;ES;;914782397;P;5;ES;Juan_Pan@Madrid.net;
361;Walter Kirk;Herr;Carl-Metz Strasse 234;;68163;Mannheim;DE;;0049 621 8282693;P;10;DE;Walter_Kirk@Mannheim.net;
362;Ludwig Sisko;Herr;Wilhelminentr. 13;;64283;Darmstadt;DE;;06151 77372;P;15;DE;Ludwig_Sisko@Darmstadt.net;
363;Irmtraut Columbo;Frau;Max-Planck-Str. 127;;63150;Heusenstamm;DE;;06104 554433;P;0;DE;Irmtraut_Columbo@Heusenstamm.net;
364;James Sudhoff;Herr;173 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;5;EN;James_Sudhoff@SanFrancisco.net;
365;Illya Leisert;Herr;Im Warmet 51;;69231;Rauenberg;DE;;0800 700707;P;10;DE;Illya_Leisert@Rauenberg.net;
366;Andrej Kreiss;Herr;33 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;15;DE;Andrej_Kreiss@Ljubljana.net;
367;James Illner;Herr;261 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;0;EN;James_Illner@SanFrancisco.net;
368;Roland Jacqmain;Herr;Gemeindestr. 204;;79761;Waldshut;DE;;07751 800753;P;5;DE;Roland_Jacqmain@Waldshut.net;
369;Roland Kreiss;Herr;Gemeindestr. 136;;79761;Waldshut;DE;;07751 800753;P;10;DE;Roland_Kreiss@Waldshut.net;
370;Adam Picard;Herr;Heidelberger Str. 28;;69483;Wald-Michelbach;DE;;06207 4138;P;15;DE;Adam_Picard@Wald-Michelbach.net;
371;Irene Benjamin;Frau;Akazienweg 62;;27299;Langwedel;DE;;04232 16212;P;0;DE;Irene_Benjamin@Langwedel.net;
372;Johannes Buchholm;Herr;Leichhof 31;;55128;Mainz;DE;;06131 125627;P;5;DE;Johannes_Buchholm@Mainz.net;
373;Pierre Miguel;M;244 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;10;FR;Pierre_Miguel@Grasse.net;
374;Jean Gahl;M;163 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;15;FR;Jean_Gahl@Bruxelles.net;
375;Christoph Henry;Mr;267 Federal Avenue;;17844;Washington;US;;221 784 4478;P;0;EN;Christoph_Henry@Washington.net;
376;Sophie Simonen;Frau;Mutterstadter Str. 256;;67105;Schifferstadt;DE;;0049 6235 93317;P;5;DE;Sophie_Simonen@Schifferstadt.net;
377;Holm Picard;Herr;Muehltalstr. 182;;69121;Heidelberg;DE;;06221 54321;P;10;DE;Holm_Picard@Heidelberg.net;
378;Marta Delon;Sra.;118 Camelias;;08014;Barcelona;ES;;932374423;P;15;ES;Marta_Delon@Barcelona.net;
379;Anna Jacqmain;Frau;Lerchenstr. 96;;86343;Koenigsbrunn;DE;;08912 44376;P;0;DE;Anna_Jacqmain@Koenigsbrunn.net;
380;Simon Benz;M;rue de Moillebeau 215;;1211;Genve;CH;;+41 22 730 4003;P;5;FR;Simon_Benz@Genve.net;
381;Guillermo Rahn;Mr.;265 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;10;ES;Guillermo_Rahn@Madrid.net;
382;Pierre Hansmann;M;40 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;15;FR;Pierre_Hansmann@Grasse.net;
383;Peter Pratt;Herr;Karl-Marx-Allee 68;;16233;Potsdam;DE;;03224 78655;P;0;DE;Peter_Pratt@Potsdam.net;
384;Ludwig Buchholm;Herr;Wilhelminentr. 281;;64283;Darmstadt;DE;;06151 77372;P;5;DE;Ludwig_Buchholm@Darmstadt.net;
385;Benjamin Schneider;Mr;1 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;10;EN;Benjamin_Schneider@NewOrleans.net;
386;Horst Benz;Herr;Elzstrasse 74;;79312;Emmendingen;DE;;07641 927813;P;15;DE;Horst_Benz@Emmendingen.net;
387;Anne-Marie Kirk;Frau;Marktplatz 274;;90419;Nuernberg;DE;Bay;0911 584 365;P;0;DE;Anne-Marie_Kirk@Nuernberg.net;
388;Thilo Waldmann;Herr;Zwischergasse 140;;23496;Dielheim;DE;;1234 5678900386;P;5;DE;Thilo_Waldmann@Dielheim.net;
389;Holm Gahl;Herr;Muehltalstr. 141;;69121;Heidelberg;DE;;06221 54321;P;10;DE;Holm_Gahl@Heidelberg.net;
390;Lothar Koller;Herr;Stiftsbogen 270;;81375;Muenchen;DE;BAY;089 8828838;P;15;DE;Lothar_Koller@Muenchen.net;
391;Thilo Delon;Herr;Zwischergasse 206;;23496;Dielheim;DE;;1234 5678900386;P;0;DE;Thilo_Delon@Dielheim.net;
392;Marta Rahn;Sra.;55 Camelias;;08014;Barcelona;ES;;932374423;P;5;ES;Marta_Rahn@Barcelona.net;
393;Siegfried Koslowski;Herr;Schillerstr. 201;;15344;Strausberg;DE;;03342 365749;P;10;DE;Siegfried_Koslowski@Strausberg.net;
394;Friedrich Matthaeus;Herr;Friedensallee 8;;63263;Neu-Isenburg;DE;;06227 12345;P;15;DE;Friedrich_Matthaeus@Neu-Isenburg.net;
395;Astrid Picard;Frau;Karl-Schwaner-Str. 165;;68219;Mannheim;DE;;0621 801740;P;0;DE;Astrid_Picard@Mannheim.net;
396;Achim Lautenbach;Herr;Rankestr. 72;;76137;Karlsruhe;DE;;0721 37758;P;5;DE;Achim_Lautenbach@Karlsruhe.net;
397;Matthias Jacqmain;Herr;Gartenstr. 224;;69123;Heidelberg;DE;;07254 6442;P;10;DE;Matthias_Jacqmain@Heidelberg.net;
398;Chantal Heller;Mme;168 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;15;FR;Chantal_Heller@Vlizy.net;
399;Mathilde Heller;Frau;Erlengrund 53;;68789;St. Leon-Rot;DE;;06227 13813;P;0;DE;Mathilde_Heller@St.Leon-Rot.net;
400;Benjamin Babilon;Mr;137 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;5;EN;Benjamin_Babilon@NewOrleans.net;
401;Gisela Illner;Frau;Goeckinghofstr. 214;;58332;Schwelm;DE;;02336/934587;P;10;DE;Gisela_Illner@Schwelm.net;
402;Christa Leisert;Frau;Ausserhalb 272;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;15;DE;Christa_Leisert@Seeheim-Jugenheim.net;
403;Theresia Trensch;Frau;Arndtstrasse 83;;71116;Gaertringen;DE;;07034 / 299934;P;0;DE;Theresia_Trensch@Gaertringen.net;
404;Anna Montero;Frau;Lerchenstr. 259;;86343;Koenigsbrunn;DE;;08912 44376;P;5;DE;Anna_Montero@Koenigsbrunn.net;
405;Lothar Barth;Herr;Stiftsbogen 151;;81375;Muenchen;DE;BAY;089 8828838;P;10;DE;Lothar_Barth@Muenchen.net;
406;Thomas Hunter;Mr.;110 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;15;EN;Thomas_Hunter@Chicago.net;
407;Georg Lindwurm;Herr;Caspar-David-Friedrich-Str. 10;;69190;Walldorf;DE;;06227/57188;P;0;DE;Georg_Lindwurm@Walldorf.net;
408;Georg Hoffen;Herr;Caspar-David-Friedrich-Str. 64;;69190;Walldorf;DE;;06227/57188;P;5;DE;Georg_Hoffen@Walldorf.net;
409;Fabio Pan;Mr.;Via Giulio Cesare 255;;00195;Roma;IT;;3452738785;P;10;IT;Fabio_Pan@Roma.net;
410;Allen Prinz;Mr.;119 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;15;EN;Allen_Prinz@N.Massapequa.net;
411;Stephen Montero;Herr;Arionweg 77;;68723;Schwetzingen;DE;;06202 12345;P;0;DE;Stephen_Montero@Schwetzingen.net;
412;Pierre Wohl;M;263 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;5;FR;Pierre_Wohl@Grasse.net;
413;Ludwig Prinz;Herr;Wilhelminentr. 106;;64283;Darmstadt;DE;;06151 77372;P;10;DE;Ludwig_Prinz@Darmstadt.net;
414;Pierre Hunter;M;45 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;15;FR;Pierre_Hunter@Grasse.net;
415;Thomas Weiss;Mr.;249 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;0;EN;Thomas_Weiss@Chicago.net;
416;Achim DOultrement;Herr;Rankestr. 117;;76137;Karlsruhe;DE;;0721 37758;P;5;DE;Achim_DOultrement@Karlsruhe.net;
417;James Martin;Herr;175 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;10;EN;James_Martin@SanFrancisco.net;
418;Christoph Kreiss;Mr;70 Federal Avenue;;17844;Washington;US;;221 784 4478;P;15;EN;Christoph_Kreiss@Washington.net;
419;Roland Benjamin;Herr;Gemeindestr. 279;;79761;Waldshut;DE;;07751 800753;P;0;DE;Roland_Benjamin@Waldshut.net;
420;Lothar Jeremias;Herr;Hauptstr. 22;;69180;Walldorf;DE;;06227 12345;P;5;DE;Lothar_Jeremias@Walldorf.net;
421;Siegfried Legrand;Herr;Schillerstr. 66;;15344;Strausberg;DE;;03342 365749;P;10;DE;Siegfried_Legrand@Strausberg.net;
422;Ludwig Hansmann;Herr;Wilhelminentr. 237;;64283;Darmstadt;DE;;06151 77372;P;15;DE;Ludwig_Hansmann@Darmstadt.net;
423;Thomas Trensch;Mr.;158 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;0;EN;Thomas_Trensch@Chicago.net;
424;Marta Sessler;Sra.;278 Camelias;;08014;Barcelona;ES;;932374423;P;5;ES;Marta_Sessler@Barcelona.net;
425;Carmel Meier;Dr.;91 Oak Street;;07666;Teaneck;US;;973-331-3069;P;10;EN;Carmel_Meier@Teaneck.net;
426;Holm Zimmermann;Herr;Muehltalstr. 63;;69121;Heidelberg;DE;;06221 54321;P;15;DE;Holm_Zimmermann@Heidelberg.net;
427;Lothar Eichbaum;Herr;Stiftsbogen 113;;81375;Muenchen;DE;BAY;089 8828838;P;0;DE;Lothar_Eichbaum@Muenchen.net;
428;Stephen Babilon;Herr;Arionweg 16;;68723;Schwetzingen;DE;;06202 12345;P;5;DE;Stephen_Babilon@Schwetzingen.net;
429;Peter Columbo;Herr;Karl-Marx-Allee 3;;16233;Potsdam;DE;;03224 78655;P;10;DE;Peter_Columbo@Potsdam.net;
430;Christa Koller;Frau;Ausserhalb 220;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;15;DE;Christa_Koller@Seeheim-Jugenheim.net;
431;Walter Mechler;Herr;Carl-Metz Strasse 181;;68163;Mannheim;DE;;0049 621 8282693;P;0;DE;Walter_Mechler@Mannheim.net;
432;Andreas Delon;Herr;Hasnerstrasse 229;;4020;Linz;AT;;0732 652149;P;5;DE;Andreas_Delon@Linz.net;
433;Amelie Jeremias;Frau;Froschstr. 25;;68753;Amelie;DE;;07254 953350;P;10;DE;Amelie_Jeremias@Amelie.net;
434;Anna Vrsic;Frau;N7, 171;;68161;Mannheim;DE;;0621/25871;P;15;DE;Anna_Vrsic@Mannheim.net;
435;Ruth Sessler;Frau;Melissenstr. 111;;41466;Neuss;DE;;02131 465750;P;0;DE;Ruth_Sessler@Neuss.net;
436;Chantal Legrand;Mme;251 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;5;FR;Chantal_Legrand@Vlizy.net;
437;Thilo Dumbach;Herr;Zwischergasse 23;;23496;Dielheim;DE;;1234 5678900386;P;10;DE;Thilo_Dumbach@Dielheim.net;
438;Benjamin Simonen;Mr;238 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;15;EN;Benjamin_Simonen@NewOrleans.net;
439;Simon Goelke;M;rue de Moillebeau 11;;1211;Genve;CH;;+41 22 730 4003;P;0;FR;Simon_Goelke@Genve.net;
440;Christa Hoffen;Frau;Ausserhalb 59;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;5;DE;Christa_Hoffen@Seeheim-Jugenheim.net;
441;Gisela Pan;Frau;Goeckinghofstr. 212;;58332;Schwelm;DE;;02336/934587;P;10;DE;Gisela_Pan@Schwelm.net;
442;Peter Gahl;Herr;Karl-Marx-Allee 36;;16233;Potsdam;DE;;03224 78655;P;15;DE;Peter_Gahl@Potsdam.net;
443;Simon Pratt;M;rue de Moillebeau 203;;1211;Genve;CH;;+41 22 730 4003;P;0;FR;Simon_Pratt@Genve.net;
444;Ida Moyano;Frau;Dudweilerstr. 192;;66386;St. Ingbert;DE;;06894 194285;P;5;DE;Ida_Moyano@St.Ingbert.net;
445;Guillermo Sessler;Mr.;199 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;10;ES;Guillermo_Sessler@Madrid.net;
446;Mathilde Sisko;Frau;Erlengrund 20;;68789;St. Leon-Rot;DE;;06227 13813;P;15;DE;Mathilde_Sisko@St.Leon-Rot.net;
447;Siegfried S. Leisert;Herr;Schillerstr. 148;;15344;Strausberg;DE;;03342 365749;P;0;DE;Siegfried_Leisert@Strausberg.net;
448;August Gahl;Herr;Alte Reichsstr. 232;;66464;Homburg;DE;;06841 53232;P;5;DE;August_Gahl@Homburg.net;
449;Gisela Hansmann;Frau;Goeckinghofstr. 128;;58332;Schwelm;DE;;02336/934587;P;10;DE;Gisela_Hansmann@Schwelm.net;
450;Amelie Delon;Frau;Froschstr. 241;;68753;Amelie;DE;;07254 953350;P;15;DE;Amelie_Delon@Amelie.net;
451;Annemarie Hansmann;Frau;Stauboernchenstrasse 147;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;0;DE;Annemarie_Hansmann@Kaiserslautern.net;
452;Astrid Miguel;Frau;Karl-Schwaner-Str. 73;;68219;Mannheim;DE;;0621 801740;P;5;DE;Astrid_Miguel@Mannheim.net;
453;James Schneider;Herr;79 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;10;EN;James_Schneider@SanFrancisco.net;
454;Annemarie Martin;Frau;Stauboernchenstrasse 219;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;15;DE;Annemarie_Martin@Kaiserslautern.net;
455;Claire Hoffen;Frau;Meerfeldstr. 87;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;0;DE;Claire_Hoffen@Mannheim-Lindenhof.net;
456;Allen Meier;Mr.;30 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;5;EN;Allen_Meier@N.Massapequa.net;
457;Johannes Zimmermann;Herr;Leichhof 185;;55128;Mainz;DE;;06131 125627;P;10;DE;Johannes_Zimmermann@Mainz.net;
458;Salvador Miguel;Sr.;227 Piedad;;41006;Sevilla;ES;;953345728;P;15;ES;Salvador_Miguel@Sevilla.net;
459;Ludwig Sommer;Herr;Wilhelminentr. 133;;64283;Darmstadt;DE;;06151 77372;P;0;DE;Ludwig_Sommer@Darmstadt.net;
460;Andreas Columbo;Herr;Hasnerstrasse 43;;4020;Linz;AT;;0732 652149;P;5;DE;Andreas_Columbo@Linz.net;
461;Amelie Sommer;Frau;Froschstr. 190;;68753;Amelie;DE;;07254 953350;P;10;DE;Amelie_Sommer@Amelie.net;
462;Hendrik Detemple;Herr;Auf dem Huegel 57;;75757;Elsenz;DE;;07272 757575;P;15;DE;Hendrik_Detemple@Elsenz.net;
463;Mathilde Neubasler;Frau;Erlengrund 61;;68789;St. Leon-Rot;DE;;06227 13813;P;0;DE;Mathilde_Neubasler@St.Leon-Rot.net;
464;Anne-Marie Heller;Frau;Marktplatz 213;;90419;Nuernberg;DE;Bay;0911 584 365;P;5;DE;Anne-Marie_Heller@Nuernberg.net;
465;Gisela Gahl;Frau;Goeckinghofstr. 6;;58332;Schwelm;DE;;02336/934587;P;10;DE;Gisela_Gahl@Schwelm.net;
466;Salvador Koslowski;Sr.;221 Piedad;;41006;Sevilla;ES;;953345728;P;15;ES;Salvador_Koslowski@Sevilla.net;
467;August Simonen;Herr;Alte Reichsstr. 247;;66464;Homburg;DE;;06841 53232;P;0;DE;August_Simonen@Homburg.net;
468;Christa Gueldenpfennig;Frau;Ausserhalb 54;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;5;DE;Christa_Gueldenpfennig@Seeheim-Jugenheim;
469;Lee Kirk;Mr.;15 17th St.;;09765;Boulder;US;;516-865-1547;P;10;EN;Lee_Kirk@Boulder.net;
470;Ida Neubasler;Frau;Dudweilerstr. 248;;66386;St. Ingbert;DE;;06894 194285;P;15;DE;Ida_Neubasler@St.Ingbert.net;
471;Stephen Gahl;Herr;Arionweg 102;;68723;Schwetzingen;DE;;06202 12345;P;0;DE;Stephen_Gahl@Schwetzingen.net;
472;Theresia Benz;Frau;Arndtstrasse 27;;71116;Gaertringen;DE;;07034 / 299934;P;5;DE;Theresia_Benz@Gaertringen.net;
473;Jean Koller;M;193 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;10;FR;Jean_Koller@Bruxelles.net;
474;Ruth Henry;Frau;Melissenstr. 225;;41466;Neuss;DE;;02131 465750;P;15;DE;Ruth_Henry@Neuss.net;
475;Peter Eichbaum;Herr;Karl-Marx-Allee 76;;16233;Potsdam;DE;;03224 78655;P;0;DE;Peter_Eichbaum@Potsdam.net;
476;Christine Montero;Frau;Emil-Heckel-Str. 208;;68163;Mannheim;DE;;0621/812547;P;5;DE;Christine_Montero@Mannheim.net;
477;Ulla Matthaeus;Frau;Gruenlingweg 101;;69180;Wiesloch;DE;;06222 12345;P;10;DE;Ulla_Matthaeus@Wiesloch.net;
478;Roland Ryan;Herr;Gemeindestr. 58;;79761;Waldshut;DE;;07751 800753;P;15;DE;Roland_Ryan@Waldshut.net;
479;Ludwig Leisert;Herr;Wilhelminentr. 149;;64283;Darmstadt;DE;;06151 77372;P;0;DE;Ludwig_Leisert@Darmstadt.net;
480;Holm Matthaeus;Herr;Muehltalstr. 180;;69121;Heidelberg;DE;;06221 54321;P;5;DE;Holm_Matthaeus@Heidelberg.net;
481;Dominik Zimmermann;Herr;Albert-Schweitzer-Str. 115;;75305;Neuenburg;DE;;07082/8950;P;10;DE;Dominik_Zimmermann@Neuenburg.net;
482;Chantal Columbo;Mme;195 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;15;FR;Chantal_Columbo@Vlizy.net;
483;Uli Picard;Frau;Franz-Marc-Str. 207;;70111;Reutlingen;DE;;0734 372509;P;0;DE;Uli_Picard@Reutlingen.net;
484;Ulla Picard;Frau;Gruenlingweg 80;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Ulla_Picard@Wiesloch.net;
485;Ida Schneider;Frau;Dudweilerstr. 230;;66386;St. Ingbert;DE;;06894 194285;P;10;DE;Ida_Schneider@St.Ingbert.net;
486;Annemarie Picard;Frau;Stauboernchenstrasse 52;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;15;DE;Annemarie_Picard@Kaiserslautern.net;
487;Holm Sessler;Herr;Muehltalstr. 2;;69121;Heidelberg;DE;;06221 54321;P;0;DE;Holm_Sessler@Heidelberg.net;
488;Dominik Sessler;Herr;Albert-Schweitzer-Str. 183;;75305;Neuenburg;DE;;07082/8950;P;5;DE;Dominik_Sessler@Neuenburg.net;
489;Lothar Leisert;Herr;Stiftsbogen 14;;81375;Muenchen;DE;BAY;089 8828838;P;10;DE;Lothar_Leisert@Muenchen.net;
490;James Montero;Herr;277 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;15;EN;James_Montero@SanFrancisco.net;
491;Kurt Weiss;Dr.;Waldmann 273;;69207;Kurt;DE;;06221 922 053;P;0;DE;Kurt_Weiss@Kurt.net;
492;Florian Martin;Herr;Gruenlingweg 112;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Florian_Martin@Wiesloch.net;
493;Guenther Buehler;Herr;Jacobistrasse 268;;79104;Freiburg;DE;;0761 475633;P;10;DE;Guenther_Buehler@Freiburg.net;
494;Irene Jeremias;Frau;Akazienweg 78;;27299;Langwedel;DE;;04232 16212;P;15;DE;Irene_Jeremias@Langwedel.net;
495;Marta Neubasler;Sra.;200 Camelias;;08014;Barcelona;ES;;932374423;P;0;ES;Marta_Neubasler@Barcelona.net;
496;Fabio Domenech;Mr.;Via Giulio Cesare 71;;00195;Roma;IT;;3452738785;P;5;IT;Fabio_Domenech@Roma.net;
